1 Triceps#2 Biceps,arms
1 Triceps#3 Biceps,arms
2 Abs / Core#2 Biceps#1 Triceps,arms
2 Abs / Core#2 Triceps#1 Back#1 Biceps,arms
2 Abs / Core#3 Biceps,arms
2 Abs / Core#4 Biceps,arms
2 Triceps#2 Biceps,arms
2 Triceps#2 Biceps#1 Abs / Core,arms
2 Triceps#3 Biceps,arms
2 Triceps#3 Biceps,arms
2 Triceps#3 Biceps,arms
2 Triceps#3 Biceps#1 Abs / Core,arms
2 Triceps#4 Biceps,arms
2 Triceps#4 Biceps,arms
3 Abs / Core#4 Biceps,arms
3 Triceps#2 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#3 Biceps,arms
3 Triceps#4 Biceps,arms
3 Triceps#4 Biceps,arms
2 Back,back
3 Back#3 Shoulders,back
4 Back#1 Abs / Core,back
1 Chest,chest
1 Chest,chest
2 Chest,chest
2 Chest#1 Abs / Core,chest
2 Chest#2 Abs / Core,chest
3 Chest,chest
3 Chest,chest
3 Chest,chest
4 Chest,chest
5 Chest,chest
5 Chest,chest
5 Chest,chest
5 Chest,chest
5 Chest,chest
1 Back#1 Chest#1 Shoulders,chestBack
1 Back#3 Chest,chestBack
2 Back#1 Chest,chestBack
2 Chest#1 Back,chestBack
2 Chest#1 Back,chestBack
2 Chest#1 Back,chestBack
2 Chest#3 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back,chestBack
3 Chest#2 Back#1 Shoulders,chestBack
3 Chest#3 Back,chestBack
4 Chest#1 Back,chestBack
4 Chest#1 Back,chestBack
4 Chest#1 Back,chestBack
4 Chest#2 Back,chestBack
4 Chest#2 Back,chestBack
4 Chest#2 Back,chestBack
4 Chest#2 Back,chestBack
4 Chest#3 Back,chestBack
4 Chest#3 Back#1 Abs / Core,chestBack
4 Chest#3 Back#1 Abs / Core,chestBack
5 Chest#3 Back,chestBack
3 Chest#1 Biceps#1 Back,chestBiceps
1 Shoulders#1 Biceps#1 Legs,fullBody
2 Abs / Core#1 Legs#3 Shoulders#1 Back,fullBody
2 Triceps#2 Biceps#1 Legs,fullBody
1 Back#1 Biceps,pull
2 Back#1 Biceps#2 Abs / Core,pull
2 Back#3 Biceps,pull
3 Back#2 Abs / Core#2 Legs,pull
3 Back#2 Biceps,pull
3 Back#2 Biceps,pull
3 Back#3 Biceps,pull
3 Back#3 Biceps,pull
4 Back#3 Biceps,pull
1 Abs / Core#2 Shoulders#1 Legs,push
1 Legs#2 Abs / Core#2 Shoulders,push
2 Abs / Core#1 Legs#3 Shoulders,push
2 Chest#1 Triceps,push
2 Shoulders#1 Abs / Core#1 Legs,push
2 Shoulders#1 Abs / Core#2 Legs,push
2 Shoulders#2 Abs / Core#1 Legs,push
2 Shoulders#2 Abs / Core#1 Legs,push
2 Shoulders#3 Legs,push
3 Chest#1 Abs / Core#2 Shoulders,push
3 Chest#2 Triceps,push
3 Chest#2 Triceps,push
3 Chest#2 Triceps,push
3 Shoulders#2 Abs / Core#1 Legs,push
3 Shoulders#2 Abs / Core#1 Legs,push
3 Triceps#3 Shoulders,push
4 Chest#1 Triceps,push
4 Chest#2 Triceps,push
4 Shoulders#2 Abs / Core#1 Legs,push
4 Shoulders#3 Legs,push
5 Chest#1 Triceps,push
1 Abs / Core#1 Shoulders,shoulders
2 Abs / Core#1 Back#2 Shoulders,shoulders
2 Abs / Core#3 Shoulders,shoulders
2 Abs / Core#3 Shoulders,shoulders
2 Abs / Core#3 Shoulders,shoulders
2 Abs / Core#3 Shoulders,shoulders
2 Back#4 Shoulders,shoulders
3 Abs / Core#2 Shoulders,shoulders
3 Abs / Core#2 Shoulders,shoulders
3 Abs / Core#3 Shoulders,shoulders
3 Abs / Core#3 Shoulders,shoulders
3 Abs / Core#3 Shoulders,shoulders
3 Abs / Core#3 Shoulders,shoulders
3 Abs / Core#3 Shoulders,shoulders
3 Abs / Core#3 Shoulders,shoulders
3 Abs / Core#4 Shoulders,shoulders
